,Material,Space Group,hform,Z_x,Electronegativity_x,IonizationPotential_x,ElectronAffinity_x,HOMO_x,LUMO_x,r_s_orbital_x,r_p_orbital_x,r_d_orbital_x,r_atomic_nonbonded_x,r_valence_lastorbital_x,r_covalent_x,Valence_x,PeriodicColumn_x,PeriodicColumn_upto18_x,NumberUnfilledOrbitals_x,Polarizability_x,Z_y,Electronegativity_y,IonizationPotential_y,ElectronAffinity_y,HOMO_y,LUMO_y,r_s_orbital_y,r_p_orbital_y,r_d_orbital_y,r_atomic_nonbonded_y,r_valence_lastorbital_y,r_covalent_y,Valence_y,PeriodicColumn_y,PeriodicColumn_upto18_y,NumberUnfilledOrbitals_y,Polarizability_y
0,AgBr2,P-4m2,-0.13204598957139999,47,1.93,-7.8182,-1.2721,-4.4022,0.9657,1.3241,1.4180000000000001,0.5486,1.53,1.3241,1.45,11.0,1.0,11.0,1.0,52.5,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
1,AlBr2,P-3m1,-0.5862572265789984,13,1.61,-5.7176,0.0364,-2.7119999999999997,3.1169,1.1043,1.3965,1.7101,1.18,1.3965,1.21,3.0,3.0,13.0,5.0,55.4,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
2,AsBr2,P-6m2,0.08230851801332346,33,2.18,-9.0974,-1.6025,-5.1964,4.1976,0.8558,1.0507,0.2524,1.19,1.0507,1.19,15.0,5.0,15.0,3.0,29.8,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
3,AsBr2,P-3m1,0.19280353994434485,33,2.18,-9.0974,-1.6025,-5.1964,4.1976,0.8558,1.0507,0.2524,1.19,1.0507,1.19,15.0,5.0,15.0,3.0,29.8,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
4,AuBr2,P-4m2,0.025653156287444173,79,2.54,-9.3842,-2.3142,-5.7531,0.7024,1.2274,1.4369,0.6436,1.44,1.2274,1.36,25.0,1.0,11.0,1.0,36.1,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
5,BaBr2,P-3m1,-2.209689437236567,56,0.89,-5.3475,1.0568,-3.2293,-1.9206,2.1967,2.3694,1.2663,1.98,2.1967,2.15,2.0,2.0,2.0,0.0,272.7,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
6,BaBr2,P-4m2,-2.021738421213342,56,0.89,-5.3475,1.0568,-3.2293,-1.9206,2.1967,2.3694,1.2663,1.98,2.1967,2.15,2.0,2.0,2.0,0.0,272.7,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
7,BaBr2,P-6m2,-2.0990715091626595,56,0.89,-5.3475,1.0568,-3.2293,-1.9206,2.1967,2.3694,1.2663,1.98,2.1967,2.15,2.0,2.0,2.0,0.0,272.7,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
8,BiBr2,P-3m1,-0.3161727512778694,83,2.02,-7.8723,-1.5162,-4.5686,2.1526,0.9899,1.3017,0.5469,1.46,1.3017,1.48,29.0,5.0,15.0,3.0,50.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
9,BiBr2,P-6m2,-0.40643632663764845,83,2.02,-7.8723,-1.5162,-4.5686,2.1526,0.9899,1.3017,0.5469,1.46,1.3017,1.48,29.0,5.0,15.0,3.0,50.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
10,CaBr2,P-4m2,-1.915179445251261,20,1.0,-6.2818,1.2046,-3.7676,-1.9349,1.7988,2.0269,0.695,1.74,1.7988,1.76,2.0,2.0,2.0,0.0,160.77,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
11,CaBr2,P-3m1,-2.094207976736885,20,1.0,-6.2818,1.2046,-3.7676,-1.9349,1.7988,2.0269,0.695,1.74,1.7988,1.76,2.0,2.0,2.0,0.0,160.77,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
12,CaBr2,P-6m2,-1.9654142867486906,20,1.0,-6.2818,1.2046,-3.7676,-1.9349,1.7988,2.0269,0.695,1.74,1.7988,1.76,2.0,2.0,2.0,0.0,160.77,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
13,CdBr2,P-3m1,-0.9028809709696025,48,1.69,-9.2605,1.6111,-5.657,-0.9432,1.2355,1.804,0.5192,1.48,1.2355,1.44,12.0,2.0,12.0,0.0,46.8,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
14,CdBr2,P-6m2,-0.7815637219350616,48,1.69,-9.2605,1.6111,-5.657,-0.9432,1.2355,1.804,0.5192,1.48,1.2355,1.44,12.0,2.0,12.0,0.0,46.8,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
15,CdBr2,P-4m2,-0.8831799203995079,48,1.69,-9.2605,1.6111,-5.657,-0.9432,1.2355,1.804,0.5192,1.48,1.2355,1.44,12.0,2.0,12.0,0.0,46.8,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
16,CuBr2,P-4m2,-0.2904848200107981,29,1.9,-8.291,-1.4328,-4.6082,1.3569,1.2022,1.2492,0.319,1.38,1.2022,1.32,11.0,1.0,11.0,1.0,53.44,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
17,FeBr2,P-3m1,-0.19489775966377407,26,1.83,-7.4058,-1.4423,-4.4232,-0.5256,1.3369,1.7071,0.3822,1.25,0.3822,1.32,8.0,8.0,8.0,4.0,58.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
18,GaBr2,P-4m2,-0.6119392989226332,31,1.81,-5.6321,0.1264,-2.5791,3.273,1.0027,1.344,0.2823,1.26,1.344,1.22,13.0,3.0,13.0,5.0,51.4,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
19,GaBr2,P-6m2,-0.4617246693976392,31,1.81,-5.6321,0.1264,-2.5791,3.273,1.0027,1.344,0.2823,1.26,1.344,1.22,13.0,3.0,13.0,5.0,51.4,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
20,GaBr2,P-3m1,-0.5662305365093081,31,1.81,-5.6321,0.1264,-2.5791,3.273,1.0027,1.344,0.2823,1.26,1.344,1.22,13.0,3.0,13.0,5.0,51.4,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
21,HfBr2,P-3m1,-1.0320233297821524,72,1.3,-6.4985,0.7772,-2.6937,-0.4781,1.5366,1.7316,0.8951,1.5,0.8951,1.75,18.0,4.0,4.0,8.0,109.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
22,HfBr2,P-6m2,-1.156654875069502,72,1.3,-6.4985,0.7772,-2.6937,-0.4781,1.5366,1.7316,0.8951,1.5,0.8951,1.75,18.0,4.0,4.0,8.0,109.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
23,HfBr2,P-4m2,-0.7174746703800577,72,1.3,-6.4985,0.7772,-2.6937,-0.4781,1.5366,1.7316,0.8951,1.5,0.8951,1.75,18.0,4.0,4.0,8.0,109.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
24,HgBr2,P-3m1,-0.49285874025320214,80,2.0,-10.719000000000001,1.6880000000000002,-6.808,0.8594,1.1675,1.8734,0.6158,1.49,1.1675,1.32,26.0,2.0,12.0,0.0,34.27,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
25,HgBr2,P-4m2,-0.5118693321837068,80,2.0,-10.719000000000001,1.6880000000000002,-6.808,0.8594,1.1675,1.8734,0.6158,1.49,1.1675,1.32,26.0,2.0,12.0,0.0,34.27,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
26,HgBr2,P-6m2,-0.39279961703786687,80,2.0,-10.719000000000001,1.6880000000000002,-6.808,0.8594,1.1675,1.8734,0.6158,1.49,1.1675,1.32,26.0,2.0,12.0,0.0,34.27,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
27,InBr2,P-4m2,-0.6560929111739595,49,1.78,-5.3158,-0.0113,-2.5181,2.6968,1.1407,1.5133,0.4929,1.44,1.5133,1.42,13.0,3.0,13.0,5.0,62.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
28,InBr2,P-6m2,-0.5558912212341154,49,1.78,-5.3158,-0.0113,-2.5181,2.6968,1.1407,1.5133,0.4929,1.44,1.5133,1.42,13.0,3.0,13.0,5.0,62.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
29,InBr2,P-3m1,-0.6425967821896744,49,1.78,-5.3158,-0.0113,-2.5181,2.6968,1.1407,1.5133,0.4929,1.44,1.5133,1.42,13.0,3.0,13.0,5.0,62.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
30,IrBr2,P-4m2,0.36963028226366035,77,2.2,-8.8201,-2.541,-5.6901,0.5069,0.9966,1.4695,0.6939,1.37,0.6939,1.41,23.0,9.0,9.0,3.0,51.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
31,IrBr2,P-6m2,0.6489083283879614,77,2.2,-8.8201,-2.541,-5.6901,0.5069,0.9966,1.4695,0.6939,1.37,0.6939,1.41,23.0,9.0,9.0,3.0,51.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
32,MgBr2,P-3m1,-1.5323345972522828,12,1.31,-7.9325,1.5388,-4.7054,-1.0945,1.3518,1.6131,1.9324,1.3,1.3518,1.41,2.0,2.0,2.0,0.0,70.89,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
33,MgBr2,P-6m2,-1.36321153276508,12,1.31,-7.9325,1.5388,-4.7054,-1.0945,1.3518,1.6131,1.9324,1.3,1.3518,1.41,2.0,2.0,2.0,0.0,70.89,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
34,MoBr2,P-3m1,-0.14006981562820955,42,2.16,-6.8668,-1.5561,-4.3183,-0.1345,1.5418,1.6626,0.7271,1.45,0.7271,1.54,6.0,6.0,6.0,6.0,86.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
35,MoBr2,P-4m2,0.05640997707985029,42,2.16,-6.8668,-1.5561,-4.3183,-0.1345,1.5418,1.6626,0.7271,1.45,0.7271,1.54,6.0,6.0,6.0,6.0,86.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
36,NbBr2,P-4m2,-0.35445709297894784,41,1.6,-7.1783,-0.8556,-4.6186,-0.7269,1.5752,1.7332,0.7728,1.37,0.7728,1.64,5.0,5.0,5.0,7.0,106.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
37,NbBr2,P-6m2,-0.5778529791635526,41,1.6,-7.1783,-0.8556,-4.6186,-0.7269,1.5752,1.7332,0.7728,1.37,0.7728,1.64,5.0,5.0,5.0,7.0,106.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
38,NbBr2,P-3m1,-0.6539725669829389,41,1.6,-7.1783,-0.8556,-4.6186,-0.7269,1.5752,1.7332,0.7728,1.37,0.7728,1.64,5.0,5.0,5.0,7.0,106.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
39,OsBr2,P-3m1,0.35400055565539645,76,2.2,-9.1155,-1.8446,-6.0059,-0.0685,1.3156,1.5096,0.7190000000000001,1.28,0.7190000000000001,1.44,22.0,8.0,8.0,4.0,57.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
40,OsBr2,P-4m2,0.628648575492063,76,2.2,-9.1155,-1.8446,-6.0059,-0.0685,1.3156,1.5096,0.7190000000000001,1.28,0.7190000000000001,1.44,22.0,8.0,8.0,4.0,57.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
41,PbBr2,P-3m1,-0.9650768213079157,82,2.33,-6.54,-0.7047,-3.4960000000000004,2.5655,1.0396,1.4049,0.5676,1.47,1.4049,1.46,28.0,4.0,14.0,4.0,47.71,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
42,PbBr2,P-4m2,-0.8294035186038476,82,2.33,-6.54,-0.7047,-3.4960000000000004,2.5655,1.0396,1.4049,0.5676,1.47,1.4049,1.46,28.0,4.0,14.0,4.0,47.71,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
43,PbBr2,P-6m2,-0.8834519494753584,82,2.33,-6.54,-0.7047,-3.4960000000000004,2.5655,1.0396,1.4049,0.5676,1.47,1.4049,1.46,28.0,4.0,14.0,4.0,47.71,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
44,PdBr2,P-4m2,-0.051053999230083434,46,2.2,-8.97,-0.5361,-4.1184,-3.4298,1.4218,1.4577,0.5805,1.31,0.5805,1.39,10.0,10.0,10.0,0.0,32.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
45,PdBr2,P-6m2,0.031044334979076105,46,2.2,-8.97,-0.5361,-4.1184,-3.4298,1.4218,1.4577,0.5805,1.31,0.5805,1.39,10.0,10.0,10.0,0.0,32.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
46,PtBr2,P-4m2,0.1438871174028987,78,2.28,-9.1302,-2.2143,-5.312,0.8213,0.9879,1.4721,0.6707,1.28,0.6707,1.36,24.0,10.0,10.0,2.0,44.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
47,PtBr2,P-6m2,0.30932275328124526,78,2.28,-9.1302,-2.2143,-5.312,0.8213,0.9879,1.4721,0.6707,1.28,0.6707,1.36,24.0,10.0,10.0,2.0,44.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
48,ReBr2,P-4m2,0.5329163165131346,75,1.9,-9.41,-1.0563,-5.3736,-0.267,1.3561,1.5549,0.7516,1.59,0.7516,1.51,21.0,7.0,7.0,5.0,65.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
49,RhBr2,P-4m2,0.0012027067679808805,45,2.28,-8.3124,-0.6679,-3.5046,-3.3159,1.4607,1.5004,0.6129,1.35,0.6129,1.42,9.0,9.0,9.0,3.0,58.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
50,RuBr2,P-4m2,0.21415775982798793,44,2.2,-7.567,-1.0654,-3.596,1.1132,1.4868,1.548,0.6473,1.26,0.6473,1.46,8.0,8.0,8.0,4.0,65.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
51,RuBr2,P-3m1,-0.10147924612467267,44,2.2,-7.567,-1.0654,-3.596,1.1132,1.4868,1.548,0.6473,1.26,0.6473,1.46,8.0,8.0,8.0,4.0,65.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
52,ScBr2,P-3m1,-1.5708930898918805,21,1.36,-7.0542,0.8386,-3.2357,-0.1844,1.6506,1.6230000000000002,0.5809,1.44,0.5809,1.7,3.0,3.0,3.0,9.0,107.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
53,SnBr2,P-4m2,-0.6611882631624493,50,1.96,-6.831,-0.8358,-3.6934,2.8969,1.0659999999999998,1.3554,0.4694,1.41,1.3554,1.39,14.0,4.0,14.0,4.0,56.34,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
54,SnBr2,P-6m2,-0.7116231933512331,50,1.96,-6.831,-0.8358,-3.6934,2.8969,1.0659999999999998,1.3554,0.4694,1.41,1.3554,1.39,14.0,4.0,14.0,4.0,56.34,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
55,SnBr2,P-3m1,-0.7974041531800685,50,1.96,-6.831,-0.8358,-3.6934,2.8969,1.0659999999999998,1.3554,0.4694,1.41,1.3554,1.39,14.0,4.0,14.0,4.0,56.34,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
56,SrBr2,P-6m2,-2.033058699155753,38,0.95,-5.8607,0.9177,-3.5253,-1.1102,1.9583,2.2671,1.0556,1.92,1.9583,1.95,2.0,2.0,2.0,0.0,197.2,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
57,SrBr2,P-3m1,-2.155394196048223,38,0.95,-5.8607,0.9177,-3.5253,-1.1102,1.9583,2.2671,1.0556,1.92,1.9583,1.95,2.0,2.0,2.0,0.0,197.2,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
58,SrBr2,P-4m2,-1.962448428265586,38,0.95,-5.8607,0.9177,-3.5253,-1.1102,1.9583,2.2671,1.0556,1.92,1.9583,1.95,2.0,2.0,2.0,0.0,197.2,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
59,TaBr2,P-6m2,-0.38456857562838564,73,1.5,-7.6933,0.2096,-3.5963,-0.4436,1.4665,1.6644,0.8370000000000001,1.38,0.8370000000000001,1.7,19.0,5.0,5.0,7.0,88.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
60,TaBr2,P-4m2,-0.20026573207099987,73,1.5,-7.6933,0.2096,-3.5963,-0.4436,1.4665,1.6644,0.8370000000000001,1.38,0.8370000000000001,1.7,19.0,5.0,5.0,7.0,88.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
61,TaBr2,P-3m1,-0.4429100972530424,73,1.5,-7.6933,0.2096,-3.5963,-0.4436,1.4665,1.6644,0.8370000000000001,1.38,0.8370000000000001,1.7,19.0,5.0,5.0,7.0,88.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
62,TiBr2,P-6m2,-1.14498967080566,22,1.54,-7.3405,0.2887,-4.2515,-0.1659,1.5455,1.5379,0.5192,1.36,0.5192,1.6,4.0,4.0,4.0,8.0,92.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
63,TlBr2,P-6m2,-0.4523394228523531,81,2.04,-5.1215,0.0916,-2.3692,2.6329,1.0974,1.5446,0.5904,1.48,1.5446,1.45,27.0,3.0,13.0,5.0,51.6,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
64,TlBr2,P-4m2,-0.5228137670443767,81,2.04,-5.1215,0.0916,-2.3692,2.6329,1.0974,1.5446,0.5904,1.48,1.5446,1.45,27.0,3.0,13.0,5.0,51.6,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
65,TlBr2,P-3m1,-0.5180315642147653,81,2.04,-5.1215,0.0916,-2.3692,2.6329,1.0974,1.5446,0.5904,1.48,1.5446,1.45,27.0,3.0,13.0,5.0,51.6,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
66,WBr2,P-6m2,0.40225921824193617,74,2.36,-8.8329,-0.4374,-4.4864,-0.3665,1.4074,1.6061,0.7906,1.46,0.7906,1.62,20.0,6.0,6.0,6.0,75.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
67,WBr2,P-4m2,0.3038485942039409,74,2.36,-8.8329,-0.4374,-4.4864,-0.3665,1.4074,1.6061,0.7906,1.46,0.7906,1.62,20.0,6.0,6.0,6.0,75.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
68,WBr2,P-3m1,0.2112691829709424,74,2.36,-8.8329,-0.4374,-4.4864,-0.3665,1.4074,1.6061,0.7906,1.46,0.7906,1.62,20.0,6.0,6.0,6.0,75.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
69,YBr2,P-3m1,-1.6666334400003917,39,1.22,-6.1707,0.6624,-2.5187,-0.9887,1.7851,1.9482,0.9426,1.62,0.9426,1.9,3.0,3.0,3.0,9.0,153.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
70,ZnBr2,P-6m2,-0.6743893768049167,30,1.65,-9.8943,1.9968,-5.9772,-0.7858,1.1068,1.6435,0.2997,1.31,1.1068,1.22,12.0,2.0,12.0,0.0,38.666,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
71,ZnBr2,P-3m1,-0.8434098431842066,30,1.65,-9.8943,1.9968,-5.9772,-0.7858,1.1068,1.6435,0.2997,1.31,1.1068,1.22,12.0,2.0,12.0,0.0,38.666,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
72,ZnBr2,P-4m2,-0.9237315294059201,30,1.65,-9.8943,1.9968,-5.9772,-0.7858,1.1068,1.6435,0.2997,1.31,1.1068,1.22,12.0,2.0,12.0,0.0,38.666,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
73,ZrBr2,P-3m1,-1.23406828905451,40,1.33,-6.6339,-0.0117,-3.6022,-0.5279,1.6694,1.7575,0.8444,1.48,0.8444,1.75,4.0,4.0,4.0,8.0,121.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
74,ZrBr2,P-4m2,-0.877777271044609,40,1.33,-6.6339,-0.0117,-3.6022,-0.5279,1.6694,1.7575,0.8444,1.48,0.8444,1.75,4.0,4.0,4.0,8.0,121.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
75,ZrBr2,P-6m2,-1.3393983584588014,40,1.33,-6.6339,-0.0117,-3.6022,-0.5279,1.6694,1.7575,0.8444,1.48,0.8444,1.75,4.0,4.0,4.0,8.0,121.0,35,2.96,-12.5044,-3.515,-7.8585,5.4193,0.7514,0.8834,0.2281,1.14,0.8834,1.2,17.0,7.0,17.0,1.0,21.8
